Time,Datapoint
2013-08-28 7:28:42,40.2685,0
2013-08-28 7:28:43,41.6667,0
2013-08-28 7:28:46,40.8163,1
2013-08-28 7:28:48,40,0
2013-08-28 7:28:49,41.6667,0
2013-08-28 7:28:51,41.6667,0
2013-08-28 7:28:52,43.1655,0
2013-08-28 7:28:53,39.7351,0
2013-08-28 7:29:3,72.2892,1
2013-08-28 7:29:6,76.9231,1
2013-08-28 7:29:6,77.9221,0
2013-08-28 7:29:8,81.0811,1
2013-08-28 7:29:9,77.9221,0
2013-08-28 7:29:9,74.0741,0
2013-08-28 7:29:10,72.2892,0
2013-08-28 7:29:11,70.5882,0
2013-08-28 7:29:19,54.5455,1
2013-08-28 7:29:21,50,1
2013-08-28 7:29:22,53.5714,0
2013-08-28 7:29:23,50.4202,0
2013-08-28 7:29:24,50,0
2013-08-28 7:29:26,53.5714,0
2013-08-28 7:29:27,50,0
2013-08-28 7:29:28,51.2821,0
2013-08-28 7:29:29,52.1739,0
2013-08-28 7:29:30,51.2821,0
2013-08-28 7:29:31,51.7241,0
2013-08-28 7:29:33,51.2821,0
2013-08-28 7:29:34,50.4202,0
2013-08-28 7:29:35,50.4202,0
2013-08-28 7:29:36,53.5714,0
2013-08-28 7:29:37,51.2821,0
2013-08-28 7:29:38,49.1803,0
2013-08-28 7:29:40,54.5455,0
2013-08-28 7:29:41,48.7805,0
2013-08-28 7:29:42,46.875,0
2013-08-28 7:29:43,48,0
2013-08-28 7:29:45,50,0
2013-08-28 7:29:46,46.5116,0
2013-08-28 7:29:47,47.2441,0
2013-08-28 7:29:48,43.4783,0
2013-08-28 7:29:50,45.4545,0
2013-08-28 7:29:51,44.1176,0
2013-08-28 7:29:52,44.4444,0
2013-08-28 7:29:54,43.4783,0
2013-08-28 7:29:55,42.5532,0
2013-08-28 7:29:57,44.7761,0
2013-08-28 7:29:58,44.4444,0
2013-08-28 7:29:59,45.8015,0
2013-08-28 7:30:1,41.958,0
2013-08-28 7:30:2,44.4444,0
2013-08-28 7:30:3,42.8571,0
2013-08-28 7:30:5,43.4783,0
2013-08-28 7:30:6,43.1655,0
2013-08-28 7:30:7,41.958,0
2013-08-28 7:30:9,44.7761,0
2013-08-28 7:30:10,43.7956,0
2013-08-28 7:30:12,41.3793,0
2013-08-28 7:30:13,50.4202,0
2013-08-28 7:30:14,50,0
2013-08-28 7:30:23,81.0811,1
2013-08-28 7:30:24,80,0
2013-08-28 7:30:24,81.0811,0
2013-08-28 7:30:25,83.3333,0
2013-08-28 7:30:26,83.3333,0
2013-08-28 7:30:27,80,0
2013-08-28 7:30:27,72.2892,0
2013-08-28 7:30:29,68.1818,1
2013-08-28 7:30:30,68.1818,0
2013-08-28 7:30:31,67.4157,0
2013-08-28 7:30:36,58.2524,1
2013-08-28 7:30:37,57.1429,0
2013-08-28 7:30:39,55.0459,1
2013-08-28 7:30:40,60,0
2013-08-28 7:30:41,55.5556,0
2013-08-28 7:30:42,53.5714,0
2013-08-28 7:30:43,55.0459,0
2013-08-28 7:30:44,54.0541,0
2013-08-28 7:30:46,49.5868,0
2013-08-28 7:30:47,50,0
2013-08-28 7:30:48,51.2821,0
2013-08-28 7:30:49,52.1739,0
2013-08-28 7:30:50,51.2821,0
2013-08-28 7:30:51,49.5868,0
2013-08-28 7:30:53,52.1739,0
2013-08-28 7:30:54,45.1128,0
2013-08-28 7:30:55,46.1538,0
2013-08-28 7:30:56,45.1128,0
2013-08-28 7:30:58,47.619,0
2013-08-28 7:30:59,45.1128,0
2013-08-28 7:31:0,45.4545,0
2013-08-28 7:31:2,44.7761,0
2013-08-28 7:31:3,43.1655,0
2013-08-28 7:31:4,45.1128,0
2013-08-28 7:31:6,47.2441,0
2013-08-28 7:31:7,39.7351,0
2013-08-28 7:31:9,41.0959,0
2013-08-28 7:31:10,39.2157,0
2013-08-28 7:31:12,46.875,0
2013-08-28 7:31:13,46.875,0
2013-08-28 7:31:14,48.7805,0
2013-08-28 7:31:24,54.5455,1
2013-08-28 7:31:25,68.1818,1
2013-08-28 7:31:26,72.2892,0
2013-08-28 7:31:27,70.5882,0
2013-08-28 7:31:28,60.6061,0
2013-08-28 7:31:29,63.1579,0
2013-08-28 7:31:30,55.0459,0
2013-08-28 7:31:34,50.4202,1
2013-08-28 7:31:39,48,1
2013-08-28 7:31:40,46.5116,0
2013-08-28 7:31:41,46.1538,0
2013-08-28 7:31:42,48.7805,0
2013-08-28 7:31:44,50.8475,0
2013-08-28 7:31:45,47.2441,0
2013-08-28 7:31:46,50.4202,0
2013-08-28 7:31:47,55.5556,0
2013-08-28 7:31:48,52.6316,0
2013-08-28 7:31:49,51.7241,0
2013-08-28 7:31:51,54.0541,0
2013-08-28 7:31:52,55.5556,0
2013-08-28 7:31:53,52.6316,0
2013-08-28 7:31:54,51.7241,0
2013-08-28 7:31:55,60.6061,0
2013-08-28 7:31:56,58.2524,0
2013-08-28 7:31:57,49.1803,0
2013-08-28 7:31:58,52.1739,0
2013-08-28 7:32:0,50,0
2013-08-28 7:32:1,52.1739,0
2013-08-28 7:32:2,50.8475,0
2013-08-28 7:32:3,51.2821,0
2013-08-28 7:32:4,56.0748,0
2013-08-28 7:32:5,56.0748,0
2013-08-28 7:32:6,60,0
2013-08-28 7:32:7,56.0748,0
2013-08-28 7:32:8,48.3871,0
2013-08-28 7:32:10,47.619,0
2013-08-28 7:32:11,45.8015,0
2013-08-28 7:32:12,46.5116,0
2013-08-28 7:32:14,45.1128,0
2013-08-28 7:32:15,44.4444,0
2013-08-28 7:32:16,43.1655,0
2013-08-28 7:32:18,43.1655,0
2013-08-28 7:32:19,45.1128,0
2013-08-28 7:32:20,44.4444,0
2013-08-28 7:32:22,47.619,0
2013-08-28 7:32:23,44.7761,0
2013-08-28 7:32:24,50.4202,0
2013-08-28 7:32:37,62.5,1
2013-08-28 7:32:38,63.1579,0
2013-08-28 7:32:44,51.7241,1
2013-08-28 7:32:46,50.4202,1
2013-08-28 7:32:47,51.2821,0
2013-08-28 7:32:49,50.8475,0
2013-08-28 7:32:50,50.8475,0
2013-08-28 7:32:51,50,0
2013-08-28 7:32:52,51.2821,0
2013-08-28 7:32:53,53.0973,0
2013-08-28 7:32:54,49.5868,0
2013-08-28 7:32:56,49.1803,0
2013-08-28 7:32:57,52.6316,0
2013-08-28 7:32:58,50.4202,0
2013-08-28 7:32:59,52.1739,0
2013-08-28 7:33:0,55.5556,0
2013-08-28 7:33:1,51.2821,0
2013-08-28 7:33:3,52.1739,0
2013-08-28 7:33:4,57.1429,0
2013-08-28 7:33:5,55.5556,0
2013-08-28 7:33:6,50.4202,0
2013-08-28 7:33:7,55.0459,0
2013-08-28 7:33:8,57.1429,0
2013-08-28 7:33:9,53.5714,0
2013-08-28 7:33:10,62.5,0
2013-08-28 7:33:12,61.2245,1
2013-08-28 7:33:14,51.7241,1
2013-08-28 7:33:16,58.2524,0
2013-08-28 7:33:17,57.6923,0
2013-08-28 7:33:18,53.0973,0
2013-08-28 7:33:19,55.5556,0
2013-08-28 7:33:20,57.1429,0
2013-08-28 7:33:21,62.5,0
2013-08-28 7:33:22,54.5455,0
2013-08-28 7:33:23,49.1803,0
2013-08-28 7:33:24,49.5868,0
2013-08-28 7:33:25,52.1739,0
2013-08-28 7:33:27,52.6316,0
2013-08-28 7:33:28,53.0973,0
2013-08-28 7:33:29,55.5556,0
2013-08-28 7:33:30,53.5714,0
2013-08-28 7:33:31,51.7241,0
2013-08-28 7:33:32,54.0541,0
2013-08-28 7:33:33,56.0748,0
2013-08-28 7:33:34,50.4202,0
2013-08-28 7:33:36,48,0
2013-08-28 7:33:37,48.3871,0
2013-08-28 7:33:38,47.619,0
2013-08-28 7:33:39,51.2821,0
2013-08-28 7:33:40,46.5116,0
2013-08-28 7:33:42,46.1538,0
2013-08-28 7:33:43,45.4545,0
2013-08-28 7:33:44,45.1128,0
2013-08-28 7:33:46,44.1176,0
2013-08-28 7:33:47,45.4545,0
2013-08-28 7:33:48,45.8015,0
2013-08-28 7:33:50,45.8015,0
2013-08-28 7:33:51,44.7761,0
2013-08-28 7:33:52,45.8015,0
2013-08-28 7:33:54,45.4545,0
2013-08-28 7:33:55,44.1176,0
2013-08-28 7:33:56,43.7956,0
2013-08-28 7:33:58,42.2535,0
2013-08-28 7:33:59,43.7956,0
2013-08-28 7:34:1,45.4545,0
2013-08-28 7:34:2,49.1803,0
2013-08-28 7:34:10,59.4059,1
2013-08-28 7:34:11,67.4157,0
2013-08-28 7:34:12,70.5882,0
2013-08-28 7:34:13,74.0741,0
2013-08-28 7:34:14,75,0
2013-08-28 7:34:15,74.0741,0
2013-08-28 7:34:19,51.7241,1
2013-08-28 7:34:23,48.7805,1
2013-08-28 7:34:24,48.3871,0
2013-08-28 7:34:25,48.7805,0
2013-08-28 7:34:26,50,0
2013-08-28 7:34:28,50.4202,0
2013-08-28 7:34:29,48,0
2013-08-28 7:34:30,48.3871,0
2013-08-28 7:34:31,48,0
2013-08-28 7:34:33,50.4202,0
2013-08-28 7:34:34,51.2821,0
2013-08-28 7:34:35,48.3871,0
2013-08-28 7:34:36,50,0
2013-08-28 7:34:37,53.5714,0
2013-08-28 7:34:39,49.5868,0
2013-08-28 7:34:40,49.5868,0
2013-08-28 7:34:41,46.5116,0
2013-08-28 7:34:42,48.7805,0
2013-08-28 7:34:43,48.3871,0
2013-08-28 7:34:45,47.2441,0
2013-08-28 7:34:46,51.7241,0
2013-08-28 7:34:47,48,0
2013-08-28 7:34:48,46.5116,0
2013-08-28 7:34:50,50.8475,0
2013-08-28 7:34:51,55.0459,0
2013-08-28 7:34:55,60,1
2013-08-28 7:34:57,61.8557,1
2013-08-28 7:35:0,51.2821,1
2013-08-28 7:35:1,53.5714,0
2013-08-28 7:35:2,58.8235,0
2013-08-28 7:35:3,62.5,0
2013-08-28 7:35:4,65.2174,0
2013-08-28 7:35:5,64.5161,0
2013-08-28 7:35:7,52.1739,1
2013-08-28 7:35:8,54.5455,0
2013-08-28 7:35:9,53.5714,0
2013-08-28 7:35:10,53.0973,0
2013-08-28 7:35:11,52.6316,0
2013-08-28 7:35:13,52.6316,0
2013-08-28 7:35:14,53.0973,0
2013-08-28 7:35:15,53.5714,0
2013-08-28 7:35:16,51.7241,0
2013-08-28 7:35:17,50,0
2013-08-28 7:35:18,52.6316,0
2013-08-28 7:35:19,52.6316,0
2013-08-28 7:35:21,50.4202,0
2013-08-28 7:35:22,52.1739,0
2013-08-28 7:35:23,49.5868,0
2013-08-28 7:35:24,50.8475,0
2013-08-28 7:35:25,48.7805,0
2013-08-28 7:35:27,51.2821,0
2013-08-28 7:35:28,50,0
2013-08-28 7:35:29,49.5868,0
2013-08-28 7:35:30,47.619,0
2013-08-28 7:35:31,47.619,0
2013-08-28 7:35:33,46.1538,0
2013-08-28 7:35:34,46.5116,0
2013-08-28 7:35:35,46.5116,0
2013-08-28 7:35:36,45.1128,0
2013-08-28 7:35:38,43.4783,0
2013-08-28 7:35:39,45.4545,0
2013-08-28 7:35:41,43.1655,0
2013-08-28 7:35:42,45.4545,0
2013-08-28 7:35:43,45.4545,0
2013-08-28 7:35:45,46.875,0
2013-08-28 7:35:46,44.1176,0
2013-08-28 7:35:47,44.7761,0
2013-08-28 7:35:49,43.7956,0
2013-08-28 7:35:50,43.7956,0
2013-08-28 7:35:51,40.8163,0
2013-08-28 7:35:53,50,0
2013-08-28 7:35:54,47.619,0
2013-08-28 7:35:55,53.0973,0
2013-08-28 7:36:5,64.5161,1
2013-08-28 7:36:6,60.6061,0
2013-08-28 7:36:10,55.0459,1
2013-08-28 7:36:11,56.6038,0
2013-08-28 7:36:12,55.5556,0
2013-08-28 7:36:13,56.0748,0
2013-08-28 7:36:14,56.0748,0
2013-08-28 7:36:15,57.6923,0
2013-08-28 7:36:16,58.8235,0
2013-08-28 7:36:17,58.8235,0
2013-08-28 7:36:18,60.6061,0
2013-08-28 7:36:19,61.8557,0
2013-08-28 7:36:20,63.1579,0
2013-08-28 7:36:21,61.8557,0
2013-08-28 7:36:22,61.8557,0
2013-08-28 7:36:23,61.8557,0
2013-08-28 7:36:24,64.5161,0
2013-08-28 7:36:25,64.5161,0
2013-08-28 7:36:26,64.5161,0
2013-08-28 7:36:27,65.9341,0
2013-08-28 7:36:28,68.1818,0
2013-08-28 7:36:29,68.1818,0
2013-08-28 7:36:29,68.9655,0
2013-08-28 7:36:30,71.4286,0
2013-08-28 7:36:31,72.2892,0
2013-08-28 7:36:32,72.2892,0
2013-08-28 7:36:33,75,0
2013-08-28 7:36:34,74.0741,0
2013-08-28 7:36:34,71.4286,0
2013-08-28 7:36:35,75.9494,0
2013-08-28 7:36:36,80,0
2013-08-28 7:36:38,82.1918,1
2013-08-28 7:36:44,58.2524,1
2013-08-28 7:36:45,62.5,0
2013-08-28 7:36:46,60,0
2013-08-28 7:36:47,60.6061,0
2013-08-28 7:36:48,63.8298,0
2013-08-28 7:36:49,65.9341,0
2013-08-28 7:36:49,61.8557,0
2013-08-28 7:36:50,58.8235,0
2013-08-28 7:36:51,63.1579,0
2013-08-28 7:36:52,61.2245,0
2013-08-28 7:36:53,56.6038,0
2013-08-28 7:36:54,53.5714,0
2013-08-28 7:36:56,53.5714,0
2013-08-28 7:36:57,50.4202,0
2013-08-28 7:36:58,49.5868,0
2013-08-28 7:37:2,45.8015,1
2013-08-28 7:37:3,45.8015,0
2013-08-28 7:37:4,44.7761,0
2013-08-28 7:37:6,42.5532,0
2013-08-28 7:37:7,42.8571,0
2013-08-28 7:37:8,40.8163,0
2013-08-28 7:37:10,40.5405,0
2013-08-28 7:37:11,41.958,0
2013-08-28 7:37:13,41.958,0
2013-08-28 7:37:14,40,0
2013-08-28 7:37:16,43.4783,0
2013-08-28 7:37:17,40.2685,0
2013-08-28 7:37:19,43.4783,0
2013-08-28 7:37:20,44.4444,0
2013-08-28 7:37:28,63.8298,1
2013-08-28 7:37:29,64.5161,0
2013-08-28 7:37:30,64.5161,0
2013-08-28 7:37:31,64.5161,0
2013-08-28 7:37:32,62.5,0
2013-08-28 7:37:33,61.8557,0
2013-08-28 7:37:34,60.6061,0
2013-08-28 7:37:35,60.6061,0
2013-08-28 7:37:36,65.2174,0
2013-08-28 7:37:37,70.5882,0
2013-08-28 7:37:37,73.1707,0
2013-08-28 7:37:42,82.1918,1
2013-08-28 7:37:43,78.9474,0
2013-08-28 7:37:43,68.9655,0
2013-08-28 7:37:46,60.6061,1
2013-08-28 7:37:50,55.5556,1
2013-08-28 7:37:51,60,0
2013-08-28 7:37:52,59.4059,0
2013-08-28 7:37:53,54.5455,0
2013-08-28 7:37:54,56.0748,0
2013-08-28 7:37:55,55.0459,0
2013-08-28 7:37:56,53.0973,0
2013-08-28 7:37:57,55.5556,0
2013-08-28 7:37:58,52.6316,0
2013-08-28 7:37:59,52.1739,0
2013-08-28 7:38:0,52.6316,0
2013-08-28 7:38:2,50,0
2013-08-28 7:38:3,51.2821,0
2013-08-28 7:38:4,56.0748,0
2013-08-28 7:38:5,54.0541,0
2013-08-28 7:38:6,55.0459,0
2013-08-28 7:38:7,54.5455,0
2013-08-28 7:38:8,49.5868,0
2013-08-28 7:38:10,51.7241,0
2013-08-28 7:38:11,53.0973,0
2013-08-28 7:38:12,50,0
2013-08-28 7:38:13,48.3871,0
2013-08-28 7:38:14,50,0
2013-08-28 7:38:16,45.1128,0
2013-08-28 7:38:17,44.7761,0
2013-08-28 7:38:18,45.4545,0
2013-08-28 7:38:20,43.1655,0
2013-08-28 7:38:21,46.1538,0
2013-08-28 7:38:22,46.1538,0
2013-08-28 7:38:23,44.4444,0
2013-08-28 7:38:25,49.5868,0
2013-08-28 7:38:26,54.0541,0
2013-08-28 7:38:35,56.0748,1
2013-08-28 7:38:36,60.6061,0
2013-08-28 7:38:37,68.1818,0
2013-08-28 7:38:38,69.7674,0
2013-08-28 7:38:39,68.9655,0
2013-08-28 7:38:39,66.6667,0
2013-08-28 7:38:40,65.9341,0
2013-08-28 7:38:41,64.5161,0
2013-08-28 7:38:42,63.8298,0
2013-08-28 7:38:43,62.5,0
2013-08-28 7:38:44,61.8557,0
2013-08-28 7:38:45,61.8557,0
2013-08-28 7:38:46,62.5,0
2013-08-28 7:38:47,62.5,0
2013-08-28 7:38:48,64.5161,0
2013-08-28 7:38:49,63.8298,0
2013-08-28 7:38:50,64.5161,0
2013-08-28 7:38:51,65.9341,0
2013-08-28 7:38:52,68.1818,0
2013-08-28 7:38:52,71.4286,0
2013-08-28 7:38:53,73.1707,0
2013-08-28 7:38:54,75.9494,0
2013-08-28 7:38:55,77.9221,0
2013-08-28 7:38:59,75,1
2013-08-28 7:38:59,68.1818,0
2013-08-28 7:39:0,61.8557,0
2013-08-28 7:39:5,57.1429,1
2013-08-28 7:39:7,53.5714,1
2013-08-28 7:39:8,55.5556,0
2013-08-28 7:39:9,52.6316,0
2013-08-28 7:39:10,51.7241,0
2013-08-28 7:39:11,55.0459,0
2013-08-28 7:39:12,56.0748,0
2013-08-28 7:39:14,54.5455,0
2013-08-28 7:39:15,56.6038,0
2013-08-28 7:39:16,57.1429,0
2013-08-28 7:39:17,49.1803,0
2013-08-28 7:39:18,46.875,0
2013-08-28 7:39:19,49.5868,0
2013-08-28 7:39:20,45.1128,0
2013-08-28 7:39:22,45.8015,0
2013-08-28 7:39:23,46.875,0
2013-08-28 7:39:24,48,0
2013-08-28 7:39:26,47.2441,0
2013-08-28 7:39:27,43.7956,0
2013-08-28 7:39:28,41.958,0
2013-08-28 7:39:30,41.6667,0
2013-08-28 7:39:31,43.4783,0
2013-08-28 7:39:33,44.7761,0
2013-08-28 7:39:34,41.958,0
2013-08-28 7:39:35,43.4783,0
2013-08-28 7:39:37,40.5405,0
2013-08-28 7:39:38,44.1176,0
2013-08-28 7:39:39,44.7761,0
2013-08-28 7:39:41,50.8475,0
2013-08-28 7:39:42,49.1803,0
2013-08-28 7:39:43,56.0748,0
2013-08-28 7:39:57,98.3607,1
2013-08-28 7:39:58,98.3607,0
2013-08-28 7:39:58,98.3607,0
2013-08-28 7:39:59,100,0
2013-08-28 7:39:59,101.695,0
2013-08-28 7:40:0,101.695,0
2013-08-28 7:40:1,100,0
2013-08-28 7:40:1,98.3607,0
2013-08-28 7:40:2,92.3077,0
2013-08-28 7:40:3,85.7143,0
2013-08-28 7:40:5,82.1918,1
2013-08-28 7:40:5,82.1918,0
2013-08-28 7:40:6,78.9474,0
2013-08-28 7:40:16,58.2524,1
2013-08-28 7:40:17,57.1429,0
2013-08-28 7:40:21,55.5556,1
2013-08-28 7:40:23,51.2821,1
2013-08-28 7:40:24,51.2821,0
2013-08-28 7:40:25,52.1739,0
2013-08-28 7:40:27,61.2245,0
2013-08-28 7:40:28,65.2174,0
2013-08-28 7:40:30,48,1
2013-08-28 7:40:31,51.7241,0
2013-08-28 7:40:34,50.4202,1
2013-08-28 7:40:36,56.0748,0
2013-08-28 7:40:37,54.5455,0
2013-08-28 7:40:38,54.5455,0
2013-08-28 7:40:39,59.4059,0
2013-08-28 7:40:40,54.5455,0
2013-08-28 7:40:41,48.3871,0
2013-08-28 7:40:42,51.2821,0
2013-08-28 7:40:43,51.2821,0
2013-08-28 7:40:44,49.1803,0
2013-08-28 7:40:46,52.1739,0
2013-08-28 7:40:47,54.0541,0
2013-08-28 7:40:48,52.1739,0
2013-08-28 7:40:49,55.5556,0
2013-08-28 7:40:50,57.1429,0
2013-08-28 7:40:51,54.0541,0
2013-08-28 7:40:52,56.6038,0
2013-08-28 7:40:53,52.1739,0
2013-08-28 7:40:55,51.7241,0
2013-08-28 7:40:56,55.5556,0
2013-08-28 7:40:57,53.5714,0
2013-08-28 7:40:58,51.2821,0
2013-08-28 7:40:59,58.2524,0
2013-08-28 7:41:0,56.0748,0
2013-08-28 7:41:1,56.6038,0
2013-08-28 7:41:2,60,0
2013-08-28 7:41:3,53.5714,0
2013-08-28 7:41:4,57.6923,0
2013-08-28 7:41:6,64.5161,1
2013-08-28 7:41:7,65.9341,0
2013-08-28 7:41:10,71.4286,1
2013-08-28 7:41:11,68.9655,0
2013-08-28 7:41:15,77.9221,1
2013-08-28 7:41:20,53.0973,1
2013-08-28 7:41:21,54.5455,0
2013-08-28 7:41:22,53.5714,0
2013-08-28 7:41:23,53.5714,0
2013-08-28 7:41:25,55.5556,0
2013-08-28 7:41:26,50.4202,0
2013-08-28 7:41:27,52.1739,0
2013-08-28 7:41:28,52.6316,0
2013-08-28 7:41:29,52.6316,0
2013-08-28 7:41:30,54.0541,0
2013-08-28 7:41:31,53.5714,0
2013-08-28 7:41:32,52.6316,0
2013-08-28 7:41:34,59.4059,0
2013-08-28 7:41:35,60.6061,0
2013-08-28 7:41:36,57.1429,0
2013-08-28 7:41:37,57.1429,0
2013-08-28 7:41:38,53.5714,0
2013-08-28 7:41:39,50.8475,0
2013-08-28 7:41:40,54.0541,0
2013-08-28 7:41:41,48,0
2013-08-28 7:41:42,48.3871,0
2013-08-28 7:41:44,50.4202,0
2013-08-28 7:41:45,46.5116,0
2013-08-28 7:41:46,47.2441,0
2013-08-28 7:41:47,47.2441,0
2013-08-28 7:41:49,47.619,0
2013-08-28 7:41:50,50.4202,0
2013-08-28 7:41:51,48.3871,0
2013-08-28 7:41:52,49.5868,0
2013-08-28 7:41:54,57.6923,0
2013-08-28 7:41:55,61.8557,0
2013-08-28 7:41:58,64.5161,1
2013-08-28 7:42:1,69.7674,1
2013-08-28 7:42:4,51.2821,1
2013-08-28 7:42:5,59.4059,0
2013-08-28 7:42:6,60,0
2013-08-28 7:42:7,53.0973,0
2013-08-28 7:42:8,50.8475,0
2013-08-28 7:42:9,50.8475,0
2013-08-28 7:42:11,52.6316,0
2013-08-28 7:42:12,54.0541,0
2013-08-28 7:42:13,54.5455,0
2013-08-28 7:42:14,58.2524,0
2013-08-28 7:42:15,63.1579,0
2013-08-28 7:42:16,61.8557,0
2013-08-28 7:42:17,56.0748,0
2013-08-28 7:42:18,60,0
2013-08-28 7:42:19,60.6061,0
2013-08-28 7:42:20,58.2524,0
2013-08-28 7:42:21,61.8557,0
2013-08-28 7:42:22,63.8298,0
2013-08-28 7:42:23,64.5161,0
2013-08-28 7:42:24,63.8298,0
2013-08-28 7:42:25,63.8298,0
2013-08-28 7:42:26,60,0
2013-08-28 7:42:27,57.1429,0
2013-08-28 7:42:28,58.8235,0
2013-08-28 7:42:29,57.1429,0
2013-08-28 7:42:30,49.5868,0
2013-08-28 7:42:31,50.8475,0
2013-08-28 7:42:32,51.7241,0
2013-08-28 7:42:33,50.8475,0
2013-08-28 7:42:35,53.5714,0
2013-08-28 7:42:36,54.0541,0
2013-08-28 7:42:37,53.0973,0
2013-08-28 7:42:38,54.5455,0
2013-08-28 7:42:39,53.0973,0
2013-08-28 7:42:40,49.5868,0
2013-08-28 7:42:41,49.1803,0
2013-08-28 7:42:43,46.1538,0
2013-08-28 7:42:44,47.2441,0
2013-08-28 7:42:45,49.1803,0
2013-08-28 7:42:46,44.4444,0
2013-08-28 7:42:48,46.1538,0
2013-08-28 7:42:49,48.7805,0
2013-08-28 7:42:50,45.8015,0
2013-08-28 7:42:52,46.875,0
2013-08-28 7:42:53,49.1803,0
2013-08-28 7:42:54,46.875,0
2013-08-28 7:42:55,54.0541,0
2013-08-28 7:42:57,57.6923,0
2013-08-28 7:42:58,59.4059,0
2013-08-28 7:43:8,80,1
2013-08-28 7:43:16,55.0459,1
2013-08-28 7:43:17,57.6923,0
2013-08-28 7:43:18,56.0748,0
2013-08-28 7:43:19,55.5556,0
2013-08-28 7:43:20,55.0459,0
2013-08-28 7:43:21,54.0541,0
2013-08-28 7:43:22,54.5455,0
2013-08-28 7:43:23,56.0748,0
2013-08-28 7:43:24,53.5714,0
2013-08-28 7:43:25,54.0541,0
2013-08-28 7:43:27,56.6038,0
2013-08-28 7:43:28,57.1429,0
2013-08-28 7:43:29,55.0459,0
2013-08-28 7:43:30,55.0459,0
2013-08-28 7:43:31,58.8235,0
2013-08-28 7:43:32,55.5556,0
2013-08-28 7:43:33,54.0541,0
2013-08-28 7:43:34,55.5556,0
2013-08-28 7:43:35,52.6316,0
2013-08-28 7:43:36,46.875,0
2013-08-28 7:43:38,50,0
2013-08-28 7:43:39,49.5868,0
2013-08-28 7:43:40,50.4202,0
2013-08-28 7:43:41,53.5714,0
2013-08-28 7:43:42,50.8475,0
2013-08-28 7:43:43,49.1803,0
2013-08-28 7:43:45,51.7241,0
2013-08-28 7:43:46,47.619,0
2013-08-28 7:43:47,47.2441,0
2013-08-28 7:43:48,44.7761,0
2013-08-28 7:43:50,41.0959,0
2013-08-28 7:43:51,43.7956,0
2013-08-28 7:43:52,42.2535,0
2013-08-28 7:43:54,45.4545,0
2013-08-28 7:44:3,64.5161,1
2013-08-28 7:44:4,68.1818,0
2013-08-28 7:44:5,73.1707,0
2013-08-28 7:44:8,76.9231,1
2013-08-28 7:44:17,46.5116,1
2013-08-28 7:44:19,46.875,0
2013-08-28 7:44:20,48,0
2013-08-28 7:44:21,50.4202,0
2013-08-28 7:44:22,51.2821,0
2013-08-28 7:44:24,52.1739,0
2013-08-28 7:44:25,57.1429,0
2013-08-28 7:44:26,55.0459,0
2013-08-28 7:44:27,51.7241,0
2013-08-28 7:44:28,56.6038,0
2013-08-28 7:44:29,55.0459,0
2013-08-28 7:44:30,51.2821,0
2013-08-28 7:44:31,52.6316,0
2013-08-28 7:44:33,52.1739,0
2013-08-28 7:44:34,47.2441,0
2013-08-28 7:44:35,55.0459,0
2013-08-28 7:44:36,57.1429,0
2013-08-28 7:44:37,55.0459,0
2013-08-28 7:44:38,62.5,0
2013-08-28 7:44:39,63.8298,0
2013-08-28 7:44:41,55.0459,1
2013-08-28 7:44:42,53.5714,0
2013-08-28 7:44:44,57.6923,0
2013-08-28 7:44:45,63.8298,0
2013-08-28 7:44:45,58.8235,0
2013-08-28 7:44:47,60.6061,0
2013-08-28 7:44:48,62.5,0
2013-08-28 7:44:48,56.6038,0
2013-08-28 7:44:50,52.6316,0
2013-08-28 7:44:51,58.8235,0
2013-08-28 7:44:52,54.5455,0
2013-08-28 7:44:53,56.0748,0
2013-08-28 7:44:54,56.6038,0
2013-08-28 7:44:55,54.5455,0
2013-08-28 7:44:56,56.6038,0
2013-08-28 7:44:57,57.6923,0
2013-08-28 7:44:58,53.0973,0
2013-08-28 7:44:59,53.5714,0
2013-08-28 7:45:0,57.1429,0
2013-08-28 7:45:1,49.5868,0
2013-08-28 7:45:3,50.4202,0
2013-08-28 7:45:4,58.8235,0
2013-08-28 7:45:5,61.8557,0
2013-08-28 7:45:6,65.9341,0
2013-08-28 7:45:8,70.5882,1
2013-08-28 7:45:15,68.1818,1
2013-08-28 7:45:16,68.1818,0
2013-08-28 7:45:16,60,0
2013-08-28 7:45:17,60,0
2013-08-28 7:45:18,55.0459,0
2013-08-28 7:45:21,51.2821,1
2013-08-28 7:45:22,53.5714,0
2013-08-28 7:45:23,53.5714,0
2013-08-28 7:45:24,52.6316,0
2013-08-28 7:45:25,52.1739,0
2013-08-28 7:45:26,53.5714,0
2013-08-28 7:45:28,57.1429,0
2013-08-28 7:45:29,58.8235,0
2013-08-28 7:45:30,58.2524,0
2013-08-28 7:45:31,58.8235,0
2013-08-28 7:45:32,62.5,0
2013-08-28 7:45:33,60.6061,0
2013-08-28 7:45:34,55.0459,0
2013-08-28 7:45:35,57.1429,0
2013-08-28 7:45:36,61.8557,0
2013-08-28 7:45:37,57.6923,0
2013-08-28 7:45:38,56.0748,0
2013-08-28 7:45:39,60,0
2013-08-28 7:45:40,57.6923,0
2013-08-28 7:45:41,53.5714,0
2013-08-28 7:45:42,52.6316,0
2013-08-28 7:45:43,55.0459,0
2013-08-28 7:45:44,48.3871,0
2013-08-28 7:45:45,48,0
